,year,month,intent,police,sex,age,race,place,education
4397,2012,8,Suicide,0,F,61.0,White,Other specified,BA+
4399,2012,9,Suicide,0,M,91.0,White,Home,BA+
4405,2012,8,Undetermined,0,M,31.0,Hispanic,Other unspecified,HS/GED
4406,2012,9,Suicide,0,M,40.0,White,Home,HS/GED
4407,2012,8,Suicide,0,M,39.0,Hispanic,Home,Less than HS
4410,2012,8,Suicide,0,M,46.0,Black,Home,Some college
4411,2012,8,Suicide,0,M,25.0,White,Other specified,HS/GED
4414,2012,8,Suicide,0,M,70.0,White,Street,BA+
4415,2012,8,Suicide,0,F,53.0,White,Home,Some college
4418,2012,8,Suicide,0,M,34.0,Black,Other specified,Some college
4419,2012,8,Suicide,0,M,40.0,Black,Home,HS/GED
4422,2012,9,Accidental,0,F,35.0,White,Home,Some college
4428,2012,8,Suicide,0,F,32.0,Hispanic,Home,Some college
4430,2012,8,Suicide,0,M,30.0,Black,Home,Some college
4431,2012,8,Suicide,0,F,20.0,Black,Home,Some college
4432,2012,9,Suicide,0,M,75.0,White,Home,Some college
4434,2012,9,Suicide,0,M,57.0,White,Home,Some college
4436,2012,9,Suicide,0,M,85.0,White,Home,BA+
4447,2012,9,Suicide,0,M,30.0,Hispanic,Home,HS/GED
4448,2012,8,Suicide,0,M,54.0,White,Other specified,HS/GED
4451,2012,9,Suicide,0,M,39.0,Asian/Pacific Islander,Other specified,BA+
4452,2012,2,Suicide,0,M,50.0,White,Other unspecified,Some college
4453,2012,9,Suicide,0,M,33.0,Black,Home,HS/GED
4455,2012,9,Suicide,0,M,25.0,White,Home,HS/GED
4459,2012,9,Suicide,0,M,54.0,White,Trade/service area,Some college
4464,2012,9,Suicide,0,M,47.0,Hispanic,Home,Less than HS
4467,2012,9,Suicide,0,M,29.0,White,Home,HS/GED
4469,2012,9,Suicide,0,M,57.0,White,Home,BA+
4471,2012,9,Accidental,0,M,23.0,White,Home,HS/GED
4473,2012,8,Suicide,0,M,44.0,White,Home,Less than HS
4475,2012,9,Suicide,0,M,52.0,White,Other specified,Some college
4477,2012,9,Suicide,0,M,48.0,White,Home,Some college
4478,2012,9,Suicide,0,F,36.0,Hispanic,Home,Some college
4481,2012,9,Suicide,0,M,82.0,White,Home,Some college
4484,2012,9,Suicide,0,M,73.0,White,Trade/service area,Some college
4486,2012,9,Suicide,0,M,29.0,Asian/Pacific Islander,Trade/service area,BA+
4487,2012,9,Suicide,0,M,37.0,White,Other specified,HS/GED
4490,2012,9,Suicide,0,M,53.0,White,Home,BA+
4491,2012,9,Suicide,0,M,61.0,White,Home,Some college
4492,2012,9,Suicide,0,M,66.0,White,Home,BA+
4494,2012,9,Suicide,0,M,68.0,White,Sports,BA+
4496,2012,9,Suicide,0,M,85.0,Asian/Pacific Islander,Home,BA+
4497,2012,9,Suicide,0,M,49.0,White,Home,BA+
4498,2012,9,Suicide,0,M,90.0,White,Home,HS/GED
4504,2012,9,Suicide,0,M,19.0,White,Home,Some college
4509,2012,9,Suicide,0,M,31.0,Asian/Pacific Islander,Home,BA+
4511,2012,9,Suicide,0,M,88.0,White,Home,BA+
4516,2012,9,Suicide,0,M,12.0,White,Home,Less than HS
4517,2012,9,Suicide,0,F,89.0,White,Home,BA+
4518,2012,9,Suicide,0,F,79.0,White,Home,HS/GED
4521,2012,9,Suicide,0,M,64.0,White,Street,Some college
4524,2012,9,Suicide,0,M,35.0,Black,Home,Less than HS
4525,2012,9,Suicide,0,M,94.0,White,Home,BA+
4526,2012,9,Suicide,0,M,20.0,Black,Home,Less than HS
4527,2012,9,Accidental,0,F,51.0,White,Other unspecified,HS/GED
4528,2012,9,Suicide,0,M,24.0,White,Trade/service area,HS/GED
4533,2012,9,Suicide,0,M,60.0,White,Home,Some college
4535,2012,9,Suicide,0,M,74.0,White,Residential institution,HS/GED
4540,2012,9,Suicide,0,M,73.0,White,Home,BA+
4541,2012,9,Suicide,0,M,58.0,White,Other specified,Some college
4545,2012,9,Suicide,0,M,55.0,White,Other unspecified,HS/GED
4546,2012,9,Suicide,0,F,56.0,White,Home,HS/GED
4547,2012,9,Suicide,0,M,54.0,Hispanic,Other specified,Less than HS
4549,2012,9,Suicide,0,M,13.0,Hispanic,Home,Less than HS
4552,2012,9,Suicide,0,F,17.0,White,Trade/service area,Less than HS
4553,2012,9,Suicide,0,M,26.0,White,Other unspecified,HS/GED
4554,2012,9,Suicide,0,M,27.0,White,Home,Some college
4555,2012,9,Suicide,0,M,69.0,White,Home,HS/GED
4560,2012,9,Suicide,0,M,27.0,Hispanic,Home,HS/GED
4561,2012,9,Suicide,0,F,51.0,White,Home,BA+
4562,2012,9,Suicide,0,M,40.0,Asian/Pacific Islander,Trade/service area,Some college
4565,2012,9,Suicide,0,M,79.0,White,Home,Some college
4566,2012,9,Suicide,0,M,80.0,White,Home,BA+
4567,2012,9,Suicide,0,M,72.0,Asian/Pacific Islander,Home,BA+
4568,2012,9,Suicide,0,M,55.0,White,Home,BA+
4570,2012,9,Suicide,0,M,73.0,White,Other specified,BA+
4574,2012,9,Suicide,0,M,96.0,White,Home,HS/GED
4575,2012,9,Suicide,0,M,54.0,White,Other specified,BA+
4577,2012,9,Suicide,0,M,56.0,White,Other unspecified,Some college
4578,2012,9,Suicide,0,M,45.0,Hispanic,School/instiution,Some college
4584,2012,9,Suicide,0,M,71.0,White,Home,HS/GED
4586,2012,9,Suicide,0,M,64.0,White,Home,HS/GED
4588,2012,9,Suicide,0,M,88.0,White,Home,HS/GED
4589,2012,8,Suicide,0,M,73.0,White,Home,BA+
4591,2012,9,Suicide,0,M,31.0,White,Home,Less than HS
4593,2012,9,Suicide,0,M,36.0,Black,Home,Some college
4594,2012,9,Suicide,0,M,39.0,Asian/Pacific Islander,Trade/service area,HS/GED
4595,2012,9,Suicide,0,M,23.0,White,Other specified,Some college
4596,2012,9,Suicide,0,M,52.0,White,Home,BA+
4597,2012,9,Suicide,0,M,36.0,Hispanic,Home,Some college
4599,2012,9,Suicide,0,M,43.0,Black,Home,Less than HS
4600,2012,9,Suicide,0,M,88.0,White,Residential institution,Some college
4601,2012,9,Suicide,0,M,57.0,White,Other unspecified,Some college
4602,2012,9,Suicide,0,M,43.0,White,Home,HS/GED
4609,2012,9,Suicide,0,M,22.0,White,Other specified,Some college
4612,2012,9,Suicide,0,M,59.0,White,Home,Less than HS
4617,2012,9,Suicide,0,M,70.0,White,Home,BA+
4618,2012,9,Suicide,0,M,68.0,White,Home,HS/GED
4619,2012,9,Suicide,0,M,31.0,White,Home,HS/GED
4621,2012,9,Suicide,0,M,49.0,White,Home,Some college
4629,2012,9,Suicide,0,M,75.0,White,Home,HS/GED
4631,2012,9,Suicide,0,M,66.0,White,Home,Less than HS
4637,2012,9,Suicide,0,M,35.0,White,Home,HS/GED
4638,2012,9,Suicide,0,M,62.0,White,Street,Some college
4643,2012,9,Suicide,0,M,50.0,White,Trade/service area,HS/GED
4647,2012,9,Suicide,0,M,26.0,White,Home,HS/GED
4652,2012,5,Suicide,0,M,51.0,White,Other specified,Some college
4653,2012,9,Undetermined,0,M,60.0,White,Other specified,BA+
4654,2012,9,Suicide,0,M,84.0,White,Home,BA+
4656,2012,9,Suicide,0,F,73.0,White,Home,HS/GED
4657,2012,9,Suicide,0,M,89.0,White,Home,HS/GED
4662,2012,10,Suicide,0,M,58.0,White,Other specified,BA+
4665,2012,9,Suicide,0,F,35.0,Hispanic,Home,Some college
4666,2012,9,Suicide,0,M,72.0,White,Home,Less than HS
4670,2012,1,Suicide,0,M,30.0,White,Home,Less than HS
4682,2012,10,Suicide,0,M,55.0,Asian/Pacific Islander,Home,Some college
4683,2012,10,Suicide,0,M,47.0,White,Home,Some college
4685,2012,10,Accidental,0,M,58.0,Black,Other specified,BA+
4686,2012,10,Suicide,0,M,45.0,White,Home,HS/GED
4692,2012,10,Suicide,0,M,44.0,White,Home,HS/GED
4695,2012,9,Suicide,0,M,57.0,White,Street,Less than HS
4702,2012,10,Suicide,0,M,39.0,White,Home,HS/GED
4707,2012,10,Suicide,0,M,82.0,White,Home,BA+
4708,2012,10,Suicide,0,M,36.0,White,Home,HS/GED
4709,2012,10,Suicide,0,M,31.0,White,Home,HS/GED
4710,2012,10,Suicide,0,M,45.0,Hispanic,Home,Less than HS
4712,2012,10,Suicide,0,M,53.0,Hispanic,Home,HS/GED
4719,2012,10,Suicide,0,M,38.0,White,Home,Some college
4720,2012,10,Suicide,0,M,29.0,White,Street,HS/GED
4721,2012,10,Suicide,0,M,63.0,White,Home,BA+
4722,2012,10,Suicide,0,M,46.0,White,Home,BA+
4723,2012,10,Suicide,0,M,61.0,White,Other specified,BA+
4724,2012,10,Suicide,0,M,66.0,White,Other unspecified,BA+
4728,2012,10,Suicide,0,M,31.0,Black,Home,Less than HS
4734,2012,10,Suicide,0,M,77.0,White,Home,Some college
4736,2012,10,Suicide,0,M,83.0,White,Home,BA+
4741,2012,9,Suicide,0,M,48.0,Black,Home,HS/GED
4742,2012,10,Suicide,0,M,44.0,Hispanic,Street,Less than HS
4744,2012,9,Undetermined,0,M,23.0,White,Home,HS/GED
4746,2012,10,Suicide,0,M,23.0,Asian/Pacific Islander,School/instiution,HS/GED
4752,2012,10,Suicide,0,M,52.0,Hispanic,Other specified,HS/GED
4754,2012,10,Suicide,0,M,46.0,White,Other specified,Some college
4755,2012,10,Suicide,0,M,69.0,White,Other specified,Some college
4756,2012,10,Suicide,0,M,70.0,White,Home,Some college
4757,2012,10,Suicide,0,M,46.0,Hispanic,Other unspecified,Some college
4758,2012,10,Suicide,0,M,38.0,Hispanic,Other specified,HS/GED
4759,2012,10,Suicide,0,M,64.0,White,Home,HS/GED
4761,2012,10,Suicide,0,M,54.0,White,Home,Some college
4762,2012,10,Suicide,0,M,70.0,White,Home,HS/GED
4763,2012,10,Suicide,0,M,94.0,White,Home,HS/GED
4766,2012,10,Suicide,0,M,46.0,White,Trade/service area,HS/GED
4768,2012,10,Suicide,0,M,76.0,White,Home,Some college
4778,2012,10,Suicide,0,M,83.0,White,Home,HS/GED
4779,2012,10,Suicide,0,F,75.0,White,Street,HS/GED
4780,2012,10,Suicide,0,F,69.0,White,Other specified,HS/GED
4783,2012,10,Suicide,0,M,78.0,White,Home,Some college
4784,2012,7,Suicide,0,M,70.0,White,Home,HS/GED
4786,2012,10,Suicide,0,M,70.0,Black,Home,Some college
4791,2012,10,Suicide,0,F,76.0,White,Home,Less than HS
4793,2012,10,Suicide,0,M,78.0,White,Home,BA+
4798,2012,10,Suicide,0,M,20.0,Hispanic,Home,HS/GED
4803,2012,10,Suicide,0,M,77.0,White,Home,HS/GED
4804,2012,10,Suicide,0,M,28.0,White,Home,HS/GED
4806,2012,10,Suicide,0,M,56.0,Asian/Pacific Islander,Home,Some college
4807,2012,10,Suicide,0,M,44.0,White,Home,Some college
4809,2012,10,Suicide,0,M,55.0,White,Other specified,HS/GED
4814,2012,10,Suicide,0,F,81.0,White,Home,BA+
4816,2012,10,Suicide,0,M,90.0,White,Sports,Some college
4818,2012,10,Suicide,0,M,40.0,Asian/Pacific Islander,Other specified,BA+
4825,2012,10,Suicide,0,F,66.0,White,Home,BA+
4827,2012,10,Suicide,0,F,49.0,White,Other specified,Some college
4829,2012,10,Suicide,0,F,86.0,White,Home,HS/GED
4830,2012,10,Suicide,0,M,43.0,White,Home,HS/GED
4832,2012,10,Suicide,0,M,41.0,White,Trade/service area,HS/GED
4833,2012,10,Suicide,0,M,29.0,Hispanic,Home,Some college
4841,2012,10,Suicide,0,M,37.0,Hispanic,Home,HS/GED
4843,2012,10,Suicide,0,M,36.0,White,Home,Some college
4845,2012,10,Suicide,0,M,44.0,Black,Home,Some college
4849,2012,10,Suicide,0,M,27.0,Asian/Pacific Islander,Home,BA+
4852,2012,10,Suicide,0,M,58.0,White,Home,BA+
4857,2012,10,Suicide,0,F,54.0,White,Home,Some college
4860,2012,10,Suicide,0,M,31.0,White,Other specified,BA+
4862,2012,10,Suicide,0,M,72.0,White,Home,Less than HS
4868,2012,10,Suicide,0,M,35.0,White,Home,Some college
4869,2012,10,Suicide,0,F,48.0,White,Home,Some college
4872,2012,10,Suicide,0,M,76.0,White,Home,BA+
4876,2012,10,Suicide,0,M,55.0,Hispanic,Home,HS/GED
4878,2012,10,Suicide,0,M,85.0,White,Home,Less than HS
4879,2012,10,Suicide,0,M,92.0,White,Other specified,HS/GED
4881,2012,10,Suicide,0,M,85.0,White,Home,HS/GED
4882,2012,10,Suicide,0,M,18.0,White,Home,HS/GED
4883,2012,10,Suicide,0,F,41.0,Hispanic,Home,Some college
4890,2012,10,Suicide,0,M,45.0,White,Residential institution,BA+
4894,2012,10,Suicide,0,M,15.0,Hispanic,Home,Less than HS
4897,2012,10,Suicide,0,M,81.0,White,Farm,BA+
4898,2012,10,Suicide,0,F,24.0,White,Home,BA+
4900,2012,10,Suicide,0,M,53.0,Hispanic,Home,Less than HS
4901,2012,10,Suicide,0,M,49.0,White,Street,Some college
4904,2012,10,Suicide,0,F,60.0,White,Home,Some college
4905,2012,10,Suicide,0,M,72.0,White,Home,BA+
4915,2012,10,Suicide,0,M,48.0,White,Home,BA+
4921,2012,11,Suicide,0,M,46.0,White,Home,BA+
4922,2012,10,Suicide,0,M,49.0,White,Home,Some college
4925,2012,11,Suicide,0,F,69.0,White,Home,BA+
4926,2012,10,Suicide,0,M,61.0,White,Home,BA+
4930,2012,11,Suicide,0,M,74.0,White,Home,Less than HS
4936,2012,10,Suicide,0,M,58.0,White,Home,HS/GED
4937,2012,11,Suicide,0,M,29.0,White,Home,HS/GED
4940,2012,11,Accidental,0,M,18.0,Black,Home,Less than HS
4944,2012,9,Suicide,0,M,42.0,White,Home,BA+
4945,2012,11,Suicide,0,M,51.0,White,Other specified,HS/GED
4947,2012,11,Suicide,0,M,58.0,White,Home,Some college
4950,2012,10,Suicide,0,M,60.0,White,Home,HS/GED
4951,2012,11,Suicide,0,M,78.0,White,Home,HS/GED
4952,2012,10,Suicide,0,M,95.0,White,Home,HS/GED
4955,2012,11,Suicide,0,M,41.0,White,Home,Some college
4959,2012,11,Suicide,0,F,52.0,White,Home,Some college
4960,2012,11,Suicide,0,M,42.0,Black,Street,HS/GED
4961,2012,11,Suicide,0,M,39.0,White,Home,HS/GED
4962,2012,11,Suicide,0,M,53.0,White,Home,Less than HS
4963,2012,11,Suicide,0,M,82.0,White,Home,BA+
4965,2012,11,Suicide,0,F,82.0,White,Home,BA+
4967,2012,10,Suicide,0,M,60.0,White,Home,Some college
4968,2012,10,Suicide,0,M,64.0,White,Home,Some college
4969,2012,11,Suicide,0,F,46.0,White,Home,Some college
4970,2012,11,Suicide,0,M,72.0,White,Home,BA+
4971,2012,11,Suicide,0,M,19.0,White,Trade/service area,Some college
4978,2012,11,Suicide,0,M,81.0,White,Street,Less than HS
4980,2012,11,Suicide,0,M,48.0,White,Home,HS/GED
4981,2012,11,Suicide,0,M,49.0,White,Other specified,BA+
4983,2012,11,Accidental,0,M,21.0,Hispanic,Home,Some college
4987,2012,5,Suicide,0,M,74.0,White,Other specified,BA+
4989,2012,11,Suicide,0,F,79.0,White,Home,BA+
4990,2012,11,Suicide,0,M,45.0,White,Home,HS/GED
4992,2012,10,Suicide,0,M,21.0,Hispanic,Other unspecified,Some college
4993,2012,11,Suicide,0,M,58.0,White,Trade/service area,HS/GED
4994,2012,11,Suicide,0,M,76.0,White,Home,BA+
5002,2012,11,Suicide,0,M,38.0,Hispanic,Home,Less than HS
5004,2012,11,Suicide,0,M,82.0,White,Home,Some college
5005,2012,11,Suicide,0,M,80.0,White,Home,Less than HS
5006,2012,11,Suicide,0,M,33.0,White,Home,BA+
5009,2012,11,Suicide,0,M,32.0,White,Other specified,HS/GED
5010,2012,11,Suicide,0,M,55.0,White,Home,Less than HS
5011,2012,11,Suicide,0,M,31.0,White,Trade/service area,Some college
5013,2012,11,Suicide,0,M,68.0,White,Other specified,Less than HS
5014,2012,11,Suicide,0,M,30.0,White,Home,BA+
5017,2012,11,Suicide,0,M,53.0,White,Home,HS/GED
5019,2012,11,Suicide,0,M,23.0,White,Home,Some college
5026,2012,11,Suicide,0,M,28.0,White,Home,Some college
5027,2012,11,Suicide,0,M,68.0,Asian/Pacific Islander,Home,BA+
5028,2012,11,Suicide,0,M,43.0,White,Home,HS/GED
5029,2012,11,Undetermined,0,M,35.0,Hispanic,Other specified,HS/GED
5030,2012,11,Suicide,0,M,34.0,Asian/Pacific Islander,Other specified,HS/GED
5031,2012,11,Suicide,0,M,86.0,White,Home,BA+
5035,2012,11,Suicide,0,F,36.0,White,Home,HS/GED
5036,2012,11,Suicide,0,M,43.0,Native American/Native Alaskan,Home,HS/GED
5041,2012,11,Suicide,0,M,51.0,White,Home,Some college
5042,2012,11,Suicide,0,M,58.0,White,Home,HS/GED
5045,2012,11,Suicide,0,F,38.0,White,Home,BA+
5046,2012,6,Suicide,0,M,59.0,White,Home,Less than HS
5048,2012,11,Suicide,0,F,58.0,White,Home,Some college
5053,2012,11,Suicide,0,M,29.0,Hispanic,Home,Some college
5057,2012,11,Suicide,0,M,27.0,White,Other specified,Some college
5059,2012,11,Suicide,0,F,51.0,White,Home,HS/GED
5060,2012,11,Suicide,0,M,34.0,White,Other specified,HS/GED
5061,2012,11,Suicide,0,F,39.0,White,Home,BA+
5065,2012,11,Suicide,0,M,60.0,White,Other specified,Some college
5067,2012,11,Suicide,0,M,71.0,White,Home,Some college
5069,2012,11,Suicide,0,M,87.0,White,Home,HS/GED
5071,2012,11,Suicide,0,M,81.0,White,Home,BA+
5074,2012,11,Suicide,0,M,52.0,Hispanic,Home,Less than HS
5075,2012,11,Accidental,0,F,18.0,White,Other unspecified,Some college
5077,2012,10,Suicide,0,M,54.0,White,Trade/service area,Some college
5079,2012,11,Suicide,0,M,75.0,Hispanic,Other specified,HS/GED
5080,2012,11,Suicide,0,M,79.0,Hispanic,Home,Less than HS
5082,2012,11,Undetermined,0,M,68.0,White,Home,HS/GED
5083,2012,11,Suicide,0,M,67.0,Hispanic,Home,Some college
5084,2012,11,Suicide,0,M,73.0,White,Home,Less than HS
5088,2012,11,Suicide,0,M,47.0,White,Home,HS/GED
5090,2012,11,Suicide,0,M,65.0,White,Home,Some college
5092,2012,11,Suicide,0,M,37.0,White,Street,HS/GED
5095,2012,11,Suicide,0,M,36.0,Hispanic,Home,HS/GED
5096,2012,11,Suicide,0,M,60.0,White,Home,HS/GED
5099,2012,11,Suicide,0,M,55.0,White,Trade/service area,BA+
5100,2012,11,Suicide,0,M,58.0,White,Home,BA+
5102,2012,5,Suicide,0,M,79.0,White,Home,BA+
5103,2012,11,Suicide,0,M,42.0,White,Home,BA+
5104,2012,11,Suicide,0,F,37.0,Hispanic,Home,Some college
5106,2012,11,Suicide,0,M,61.0,White,Home,BA+
5109,2012,11,Suicide,0,M,63.0,White,Home,Some college
5111,2012,7,Suicide,0,M,88.0,White,Street,Some college
5116,2012,11,Suicide,0,M,21.0,Hispanic,Home,Some college
5117,2012,11,Suicide,0,M,48.0,White,Home,BA+
5122,2012,11,Suicide,0,F,64.0,White,Home,HS/GED
5124,2012,11,Suicide,0,M,63.0,White,Home,BA+
5128,2012,11,Suicide,0,M,31.0,Black,Home,Some college
5131,2012,11,Suicide,0,M,26.0,White,Home,HS/GED
5138,2012,11,Suicide,0,M,27.0,Asian/Pacific Islander,Home,HS/GED
5145,2012,11,Suicide,0,M,73.0,White,Home,BA+
5146,2012,11,Suicide,0,M,64.0,White,Trade/service area,Some college
5147,2012,11,Suicide,0,M,20.0,Asian/Pacific Islander,Other specified,HS/GED
5150,2012,11,Suicide,0,M,61.0,Black,Home,BA+
5151,2012,11,Suicide,0,M,49.0,White,Home,Some college
5154,2012,11,Suicide,0,M,96.0,White,Home,Less than HS
5158,2012,11,Suicide,0,F,43.0,White,Home,HS/GED
5160,2012,11,Suicide,0,M,75.0,Asian/Pacific Islander,Home,BA+
5162,2012,11,Suicide,0,M,59.0,White,Other specified,HS/GED
5164,2012,11,Suicide,0,M,26.0,White,Home,Less than HS
5165,2012,11,Suicide,0,M,28.0,White,Trade/service area,Some college
5166,2012,11,Suicide,0,M,88.0,White,Home,Some college
5167,2012,11,Suicide,0,M,50.0,White,Home,BA+
5169,2012,12,Suicide,0,M,46.0,Hispanic,Other specified,Some college
5174,2012,11,Suicide,0,M,42.0,White,Street,HS/GED
5176,2012,11,Suicide,0,M,75.0,White,Home,BA+
5178,2012,11,Suicide,0,M,32.0,White,Home,Some college
5179,2012,11,Suicide,0,M,64.0,White,Home,BA+
5183,2012,12,Suicide,0,M,52.0,White,Home,Some college
5184,2012,11,Suicide,0,M,52.0,White,Home,Some college
5185,2012,12,Suicide,0,M,61.0,White,Home,Less than HS
5187,2012,12,Suicide,0,M,17.0,White,Home,Less than HS
5188,2012,12,Suicide,0,M,88.0,White,Home,Some college
5190,2012,12,Suicide,0,M,18.0,White,Other specified,HS/GED
5191,2012,12,Suicide,0,M,65.0,White,Home,BA+
5192,2012,12,Suicide,0,M,56.0,White,Other specified,Some college
5193,2012,11,Suicide,0,M,60.0,White,Home,BA+
5194,2012,11,Accidental,0,M,31.0,Hispanic,Other unspecified,Less than HS
5195,2012,12,Suicide,0,M,75.0,White,School/instiution,Some college
5199,2012,11,Suicide,0,M,34.0,White,Home,Some college
5200,2012,12,Suicide,0,M,46.0,Asian/Pacific Islander,Home,Some college
5202,2012,11,Suicide,0,F,25.0,White,Home,HS/GED
5206,2012,11,Suicide,0,M,49.0,Hispanic,Other unspecified,HS/GED
5207,2012,12,Suicide,0,F,56.0,White,Home,HS/GED
5210,2012,12,Suicide,0,F,30.0,Black,Street,HS/GED
5211,2012,11,Suicide,0,F,75.0,White,Home,BA+
5212,2012,12,Suicide,0,M,57.0,White,Trade/service area,Some college
5219,2012,12,Suicide,0,M,64.0,Hispanic,Home,HS/GED
5222,2012,12,Suicide,0,F,40.0,White,Home,Some college
5224,2012,12,Suicide,0,M,95.0,White,Home,Less than HS
5225,2012,12,Suicide,0,F,51.0,White,Other specified,HS/GED
5227,2012,12,Suicide,0,M,18.0,White,School/instiution,Some college
5231,2012,12,Suicide,0,F,44.0,Hispanic,Home,Some college
5232,2012,12,Suicide,0,M,23.0,White,Other specified,Less than HS
5238,2012,12,Suicide,0,M,74.0,White,Home,Some college
5239,2012,11,Suicide,0,M,51.0,White,Home,HS/GED
5241,2012,12,Suicide,0,M,25.0,Hispanic,Home,HS/GED
5248,2012,12,Suicide,0,M,31.0,White,Home,HS/GED
5249,2012,12,Suicide,0,M,48.0,Hispanic,Home,Less than HS
5253,2012,12,Suicide,0,M,87.0,White,Home,Some college
5254,2012,12,Suicide,0,M,86.0,White,Home,Less than HS
5256,2012,12,Suicide,0,F,49.0,Hispanic,Home,Some college
5257,2012,12,Suicide,0,F,47.0,Hispanic,Home,HS/GED
5258,2012,12,Suicide,0,M,53.0,Hispanic,Home,Some college
5259,2012,12,Suicide,0,M,27.0,Hispanic,Home,BA+
5260,2012,12,Suicide,0,M,85.0,White,Home,HS/GED
5265,2012,12,Suicide,0,M,81.0,White,Home,Some college
5268,2012,12,Suicide,0,F,49.0,White,Home,HS/GED
5271,2012,10,Suicide,0,M,37.0,White,Home,BA+
5272,2012,11,Suicide,0,M,81.0,White,Home,HS/GED
5273,2012,12,Suicide,0,M,23.0,Hispanic,Home,HS/GED
5274,2012,12,Suicide,0,M,53.0,White,Street,BA+
5276,2012,12,Suicide,0,M,29.0,White,Street,BA+
5277,2012,12,Suicide,0,M,20.0,White,Trade/service area,HS/GED
5281,2012,12,Suicide,0,M,56.0,White,Home,Some college
5283,2012,12,Suicide,0,M,61.0,White,School/instiution,BA+
5284,2012,12,Suicide,0,M,59.0,Black,Home,Some college
5288,2012,12,Suicide,0,M,48.0,White,Home,Some college
5292,2012,12,Suicide,0,M,52.0,White,Home,BA+
5294,2012,12,Suicide,0,M,58.0,White,Other specified,HS/GED
5295,2012,12,Suicide,0,M,34.0,Black,Home,BA+
5297,2012,12,Suicide,0,M,78.0,White,Home,HS/GED
5303,2012,12,Suicide,0,M,83.0,White,Home,HS/GED
5305,2012,12,Suicide,0,M,35.0,Asian/Pacific Islander,Other specified,HS/GED
5307,2012,12,Suicide,0,M,76.0,White,Home,Some college
5308,2012,12,Suicide,0,F,47.0,White,Home,BA+
5311,2012,12,Suicide,0,M,67.0,White,Home,Some college
5312,2012,12,Suicide,0,M,50.0,Asian/Pacific Islander,Home,BA+
5314,2012,12,Suicide,0,M,52.0,Hispanic,Home,Less than HS
5315,2012,12,Suicide,0,F,69.0,White,Home,HS/GED
5317,2012,12,Suicide,0,M,90.0,White,Home,HS/GED
5319,2012,12,Suicide,0,M,52.0,White,Home,HS/GED
5320,2012,12,Suicide,0,F,22.0,Hispanic,Home,HS/GED
5321,2012,12,Suicide,0,M,34.0,Hispanic,Home,BA+
5325,2012,12,Suicide,0,M,89.0,White,Home,HS/GED
5326,2012,12,Suicide,0,M,60.0,White,Street,Some college
5328,2012,12,Suicide,0,F,46.0,White,Home,Some college
5331,2012,12,Suicide,0,M,22.0,Hispanic,Home,Some college
5332,2012,12,Suicide,0,M,21.0,Black,Other specified,HS/GED
5335,2012,12,Suicide,0,M,48.0,White,Home,BA+
5346,2012,12,Suicide,0,M,47.0,White,Home,HS/GED
5348,2012,12,Suicide,0,M,22.0,White,Home,Less than HS
5350,2012,12,Suicide,0,F,57.0,White,Home,HS/GED
5353,2012,12,Suicide,0,M,39.0,Hispanic,Home,Less than HS
5354,2012,12,Suicide,0,M,56.0,White,Home,HS/GED
5359,2012,12,Suicide,0,M,70.0,White,Home,BA+
5360,2012,12,Suicide,0,M,74.0,White,Home,HS/GED
5369,2012,12,Suicide,0,F,38.0,White,Home,HS/GED
5370,2012,12,Suicide,0,F,24.0,White,Home,Some college
5371,2012,12,Accidental,0,M,29.0,White,Home,HS/GED
5375,2012,12,Suicide,0,M,77.0,White,Home,BA+
5378,2012,12,Suicide,0,M,24.0,White,Street,Some college
5379,2012,12,Suicide,0,M,30.0,White,Other specified,Some college
5380,2012,12,Suicide,0,M,72.0,White,Home,HS/GED
5384,2012,12,Suicide,0,M,70.0,Native American/Native Alaskan,Home,Some college
5386,2012,12,Suicide,0,M,83.0,White,Other specified,HS/GED
5391,2012,12,Suicide,0,M,23.0,Hispanic,Street,Less than HS
5392,2012,12,Suicide,0,M,30.0,Black,Home,Some college
5393,2012,12,Suicide,0,M,58.0,White,Other specified,Some college
5394,2012,12,Suicide,0,M,88.0,White,Home,HS/GED
5396,2012,12,Suicide,0,M,86.0,Asian/Pacific Islander,Home,Less than HS
5397,2012,12,Suicide,0,F,56.0,White,Other specified,HS/GED
5400,2012,12,Suicide,0,M,25.0,Asian/Pacific Islander,Other specified,HS/GED
5404,2012,12,Suicide,0,M,89.0,White,Home,BA+
